Time and date,Fp1,Fp2,F3,F4,T7,T8,F7,F8,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Battery,Event
[11:46:00.104 29/11/2023],-236462.5,-188970,-216928.7,-262899.1,-242664.1,-212184.9,-241370.6,-243272.3,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.108 29/11/2023],-236467.6,-188980.9,-216929.2,-262920.8,-242662.2,-212201.2,-241376.1,-243287.8,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.112 29/11/2023],-236431.9,-188954.2,-216905.9,-262899.2,-242664.6,-212191.5,-241356.6,-243281.5,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.116 29/11/2023],-236430,-188951.9,-216896.3,-262883.3,-242693.6,-212197.9,-241350.5,-243273.6,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.120 29/11/2023],-236476.8,-188985.6,-216932.7,-262897.9,-242701.2,-212216.5,-241381,-243281.3,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.124 29/11/2023],-236491.7,-188994.3,-216956.5,-262910.9,-242680.5,-212256.5,-241393.4,-243283.5,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.128 29/11/2023],-236435.5,-188951.8,-216919.9,-262896.5,-242654.8,-212236.6,-241358.2,-243270.7,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.132 29/11/2023],-236417.3,-188909,-216903.2,-262872,-242650.4,-212191.3,-241336.1,-243257.4,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.136 29/11/2023],-236438.7,-188924.7,-216914.5,-262878.2,-242688.3,-212192.5,-241354.2,-243258.2,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.140 29/11/2023],-236443.7,-188924.4,-216926.4,-262881.6,-242693,-212208.8,-241362.7,-243261.7,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.144 29/11/2023],-236426.7,-188939.9,-216891.8,-262896.6,-242700,-212188.1,-241347.9,-243273.5,0.03,0.00,1.00,-4,-2,-4,99,0
[11:46:00.148 29/11/2023],-236408.8,-188913,-216877.7,-262857.1,-242680.6,-212241.6,-241331.2,-243247,0.03,0.00,1.00,-4,-2,-4,99,0
[11:46:00.152 29/11/2023],-236424.8,-188923.2,-216894.9,-262864.9,-242687.4,-212215.5,-241339.3,-243258.8,0.03,0.00,1.00,-4,-2,-4,99,0
[11:46:00.156 29/11/2023],-236454.2,-188946.4,-216919.8,-262895.6,-242685.8,-212213.9,-241362.1,-243273.8,0.03,0.00,1.00,-4,-2,-4,99,0
[11:46:00.160 29/11/2023],-236449.8,-188945.5,-216928.1,-262897.9,-242683.9,-212240.5,-241361.8,-243273.9,0.03,0.00,1.00,-4,-2,-4,99,0
[11:46:00.164 29/11/2023],-236404.6,-188899.5,-216894.4,-262866.7,-242658.2,-212188.7,-241325.7,-243255.2,0.03,0.00,1.00,-4,-2,-4,99,0
[11:46:00.168 29/11/2023],-236453.1,-188949,-216942.8,-262874.8,-242656.5,-212246.8,-241372.3,-243278.2,0.03,0.00,1.00,-4,-2,-4,99,0
[11:46:00.172 29/11/2023],-236466.7,-188963.1,-216960.1,-262892,-242667.2,-212230.9,-241392.4,-243299.4,0.03,0.00,1.00,-4,-2,-4,99,0
[11:46:00.176 29/11/2023],-236413.2,-188917.6,-216915.1,-262865.1,-242624,-212169.3,-241353,-243273.1,0.03,0.00,1.00,-4,-2,-4,99,0
[11:46:00.180 29/11/2023],-236382.5,-188869.2,-216869.5,-262827.1,-242633.6,-212170.7,-241308.7,-243222.6,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.184 29/11/2023],-236396.3,-188889.5,-216881.2,-262828.3,-242638.9,-212162.2,-241320.7,-243237.4,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.188 29/11/2023],-236429.4,-188921.8,-216908.1,-262846.7,-242649.6,-212194.5,-241347.6,-243252.6,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.192 29/11/2023],-236435.5,-188930,-216924.8,-262868.9,-242671.2,-212184.1,-241358.9,-243266.5,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.196 29/11/2023],-236358.2,-188859.5,-216863.3,-262824.1,-242622.6,-212170,-241300,-243240.6,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.200 29/11/2023],-236392.3,-188886.9,-216895.8,-262846.9,-242604.5,-212196.2,-241333.6,-243256.4,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.204 29/11/2023],-236424.7,-188919.6,-216926.1,-262875.6,-242616.4,-212205.9,-241358.8,-243271.3,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.208 29/11/2023],-236413.2,-188917.9,-216909.4,-262888.8,-242632.7,-212172.3,-241346.6,-243284,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.212 29/11/2023],-236380.2,-188889.1,-216863,-262853.8,-242617,-212138.9,-241315.5,-243264.4,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.216 29/11/2023],-236377,-188580.2,-216959.8,-262850,-242723.8,-212208.6,-241395.5,-243316.7,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.220 29/11/2023],-236339.9,-188544.4,-216915.3,-262817.6,-242704.8,-212209.2,-241363.2,-243288.4,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.224 29/11/2023],-236325.4,-188528.8,-216897,-262789.3,-242673.8,-212210,-241341,-243261.5,0.05,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.228 29/11/2023],-236364.3,-188573.1,-216941.4,-262834.1,-242667.4,-212217.1,-241368.6,-243295.3,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.232 29/11/2023],-236386,-188597.7,-216969.4,-262853.9,-242685.4,-212262.3,-241385.2,-243308.7,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.236 29/11/2023],-236339.8,-188549.2,-216918.9,-262836.4,-242680.1,-212227.2,-241349.6,-243292.7,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.240 29/11/2023],-236315,-188522.9,-216893.3,-262791.7,-242623.9,-212181.2,-241324.8,-243258.8,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.244 29/11/2023],-236327.3,-188547.2,-216915.3,-262806.5,-242655.2,-212171.9,-241341.9,-243270.4,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.248 29/11/2023],-236342.1,-188569.9,-216937.3,-262828.7,-242691.6,-212158.5,-241363.7,-243284.9,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.252 29/11/2023],-236377,-188580.2,-216959.8,-262850,-242723.8,-212208.6,-241395.5,-243316.7,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.256 29/11/2023],-236339.9,-188544.4,-216915.3,-262817.6,-242704.8,-212209.2,-241363.2,-243288.4,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.260 29/11/2023],-236325.4,-188528.8,-216897,-262789.3,-242673.8,-212210,-241341,-243261.5,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.264 29/11/2023],-236319.5,-188567.8,-216902.7,-262829.7,-242622.7,-212126.3,-241349.8,-243284,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.268 29/11/2023],-236307.8,-188566.3,-216898.1,-262834.7,-242644.7,-212194.6,-241347.5,-243275.6,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.272 29/11/2023],-236270.2,-188533.6,-216862.4,-262786.4,-242595.6,-212171.8,-241312.8,-243244.5,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.276 29/11/2023],-236282.4,-188542.4,-216872.1,-262788.4,-242593.1,-212145.2,-241314.8,-243248.5,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.280 29/11/2023],-236296.9,-188561.2,-216886.5,-262812.6,-242603.2,-212121.7,-241321.5,-243258.7,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.284 29/11/2023],-236291.6,-188565.2,-216880.3,-262833.8,-242569.9,-212073.6,-241318.5,-243279.7,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.288 29/11/2023],-236310.8,-188549.3,-216912.8,-262828.2,-242682.9,-212130.2,-241347.6,-243281.3,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.292 29/11/2023],-236263.9,-188507.9,-216862.2,-262781.1,-242591.3,-212096.4,-241302.8,-243253.4,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.296 29/11/2023],-236286.4,-188529.2,-216876.7,-262804,-242598.9,-212145,-241322.9,-243278.2,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.300 29/11/2023],-236319.5,-188567.8,-216902.7,-262829.7,-242622.7,-212126.3,-241349.8,-243284,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.304 29/11/2023],-236307.8,-188566.3,-216898.1,-262834.7,-242644.7,-212194.6,-241347.5,-243275.6,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.308 29/11/2023],-236270.2,-188533.6,-216862.4,-262786.4,-242595.6,-212171.8,-241312.8,-243244.5,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.312 29/11/2023],-236282.4,-188542.4,-216872.1,-262788.4,-242593.1,-212145.2,-241314.8,-243248.5,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.316 29/11/2023],-236323.9,-188595.4,-216909.2,-262837,-242579.6,-212128.3,-241350.2,-243284.8,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.320 29/11/2023],-236277.3,-188567.6,-216883,-262816.7,-242589.5,-212113.7,-241317,-243272.3,0.03,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.324 29/11/2023],-236260.7,-188539.5,-216849.6,-262806.3,-242519.4,-212029.3,-241292.3,-243266.4,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.328 29/11/2023],-236293,-188562.3,-216882.2,-262813.5,-242542.4,-212129.9,-241312.5,-243276,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.332 29/11/2023],-236320,-188590.3,-216901.8,-262838.5,-242558.8,-212139.5,-241328.6,-243292.1,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.336 29/11/2023],-236316.8,-188593.1,-216902.2,-262861.3,-242592.2,-212114.6,-241337.5,-243315.6,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.340 29/11/2023],-236254.7,-188530.9,-216840.5,-262819.1,-242558.3,-212024.2,-241289.9,-243280.8,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.344 29/11/2023],-236266.3,-188539.2,-216846.5,-262799.8,-242537.3,-212068.7,-241298,-243266.3,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.348 29/11/2023],-236301.3,-188565.8,-216880.3,-262811.4,-242554.1,-212128.8,-241329.6,-243262.4,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.352 29/11/2023],-236323.9,-188595.4,-216909.2,-262837,-242579.6,-212128.3,-241350.2,-243284.8,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.356 29/11/2023],-236277.3,-188567.6,-216883,-262816.7,-242589.5,-212113.7,-241317,-243272.3,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.360 29/11/2023],-236276.1,-188573.1,-216890.8,-262789.5,-242591.1,-212129.2,-241313.3,-243249.9,0.05,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.364 29/11/2023],-236326,-188621.5,-216935.3,-262822.8,-242630,-212154.3,-241354.5,-243274.9,0.05,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.368 29/11/2023],-236315.5,-188631.3,-216902.5,-262861,-242702,-212150.9,-241364.5,-243284.4,0.05,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.372 29/11/2023],-236268.8,-188593.2,-216854.4,-262820.1,-242646.2,-212150.6,-241328,-243254.2,0.05,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.376 29/11/2023],-236274.9,-188602.3,-216862.2,-262825.5,-242649,-212157.5,-241334.7,-243259.6,0.05,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.380 29/11/2023],-236302.4,-188626.2,-216891.6,-262830.7,-242659.7,-212141.3,-241348.5,-243261.7,0.05,-0.02,1.02,-4,-2,-4,99,0
[11:46:00.384 29/11/2023],-236292.4,-188626.8,-216892.9,-262848.8,-242658.8,-212062.8,-241343.7,-243277.6,0.03,0.00,1.03,-4,-2,-4,99,0
[11:46:00.388 29/11/2023],-236237.7,-188587.2,-216847.5,-262817.3,-242636,-212079.2,-241304.4,-243252.3,0.03,0.00,1.03,-4,-2,-4,99,0
[11:46:00.392 29/11/2023],-236246.6,-188595,-216854.1,-262801.6,-242611.5,-212131.6,-241308.5,-243235.1,0.03,0.00,1.03,-4,-2,-4,99,0
[11:46:00.396 29/11/2023],-236320.5,-188619.8,-216902,-262837.9,-242668.7,-212175.8,-241355.7,-243276.8,0.03,0.00,1.03,-4,-2,-4,99,0
[11:46:00.400 29/11/2023],-236340.9,-188640.9,-216925.2,-262850.1,-242696.3,-212152.5,-241372.2,-243277.8,0.03,0.00,1.03,-4,-2,-4,99,0
[11:46:00.404 29/11/2023],-236315.5,-188631.3,-216902.5,-262861,-242702,-212150.9,-241364.5,-243284.4,0.03,0.00,1.03,-4,-2,-4,99,0
[11:46:00.408 29/11/2023],-236268.8,-188593.2,-216854.4,-262820.1,-242646.2,-212150.6,-241328,-243254.2,0.03,0.00,1.03,-4,-2,-4,99,0
[11:46:00.412 29/11/2023],-236274.9,-188602.3,-216862.2,-262825.5,-242649,-212157.5,-241334.7,-243259.6,0.03,0.00,1.03,-4,-2,-4,99,0
[11:46:00.416 29/11/2023],-236302.4,-188626.2,-216891.6,-262830.7,-242659.7,-212141.3,-241348.5,-243261.7,0.03,0.00,1.03,-4,-2,-4,99,0
[11:46:00.420 29/11/2023],-236292.4,-188626.8,-216892.9,-262848.8,-242658.8,-212062.8,-241343.7,-243277.6,0.03,0.00,1.03,-4,-2,-4,99,0
[11:46:00.424 29/11/2023],-236220.8,-188588,-216802,-262807.2,-242636.4,-212059.5,-241291.1,-243229,0.03,0.00,1.03,-4,-2,-4,99,0
[11:46:00.428 29/11/2023],-236249,-188620.7,-216835.7,-262821.9,-242636.1,-212137.8,-241318.8,-243236,0.03,0.00,1.03,-4,-2,-4,99,0
[11:46:00.432 29/11/2023],-236277.1,-188621,-216871,-262820.3,-242642.4,-212162.4,-241331.4,-243245.4,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.436 29/11/2023],-236302.8,-188642.5,-216893.3,-262840.8,-242665.8,-212173.1,-241353.2,-243258.8,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.440 29/11/2023],-236248.4,-188596.9,-216836.1,-262818.4,-242646.8,-212141.7,-241310.7,-243233.2,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.444 29/11/2023],-236259.6,-188608.1,-216844.4,-262811.5,-242644.4,-212136.4,-241317.7,-243236.2,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.448 29/11/2023],-236287.3,-188638.6,-216863.4,-262834,-242640,-212114.4,-241338.6,-243254.3,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.452 29/11/2023],-236293.7,-188650.2,-216871,-262856.3,-242666.4,-212102,-241344.3,-243270.4,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.456 29/11/2023],-236239.3,-188599.6,-216821.4,-262834.3,-242658.1,-212092.7,-241305.8,-243245.5,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.460 29/11/2023],-236220.8,-188588,-216802,-262807.2,-242636.4,-212059.5,-241291.1,-243229,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.464 29/11/2023],-236249,-188620.7,-216835.7,-262821.9,-242636.1,-212137.8,-241318.8,-243236,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.468 29/11/2023],-236269.2,-188645.3,-216857.6,-262836,-242653.2,-212189,-241339.5,-243243.3,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.472 29/11/2023],-236228.4,-188615.7,-216814.8,-262816.8,-242661.4,-212126.3,-241305.2,-243235.1,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.476 29/11/2023],-236214,-188609.6,-216799.2,-262793.9,-242644.2,-212082.5,-241288.1,-243230.4,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.480 29/11/2023],-236247.4,-188643.8,-216830.4,-262824.1,-242656.5,-212046,-241316.7,-243255.8,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.484 29/11/2023],-236281.9,-188682.9,-216866.4,-262845.6,-242668.7,-212153.9,-241343.2,-243259.5,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.488 29/11/2023],-236266.5,-188673.3,-216854.9,-262847.2,-242677.6,-212190.6,-241333.7,-243258,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.492 29/11/2023],-236245.3,-188655.6,-216827.2,-262805.6,-242651.5,-212105.6,-241303.3,-243245.4,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.496 29/11/2023],-236276.9,-188688.1,-216848.8,-262828.4,-242664.8,-212143.2,-241328,-243269,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.500 29/11/2023],-236293.3,-188709.2,-216859.3,-262840.5,-242672.4,-212162.5,-241342.9,-243272.2,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.504 29/11/2023],-236292.8,-188703.6,-216856.2,-262838.8,-242684.1,-212173.3,-241346.3,-243268.4,0.02,0.00,1.02,-4,-2,-4,99,0
[11:46:00.508 29/11/2023],-236259.2,-188662.8,-216807.8,-262795.9,-242662.2,-212145.2,-241312.2,-243245.2,0.02,0.00,1.02,-4,-2,-4,99,0
[11:46:00.512 29/11/2023],-236260.7,-188663.4,-216795.2,-262793.6,-242661.1,-212142.1,-241312.8,-243239.5,0.02,0.00,1.02,-4,-2,-4,99,0
[11:46:00.516 29/11/2023],-236297.9,-188694.5,-216828.4,-262802.6,-242654,-212134.6,-241346.8,-243242.8,0.02,0.00,1.02,-4,-2,-4,99,0
[11:46:00.520 29/11/2023],-236318.5,-188724.9,-216852.8,-262836.9,-242670.9,-212141.3,-241365.6,-243273.2,0.02,0.00,1.02,-4,-2,-4,99,0
[11:46:00.524 29/11/2023],-236261.4,-188677.2,-216802.4,-262803.9,-242667,-212105.5,-241312.8,-243248.3,0.02,0.00,1.02,-4,-2,-4,99,0
[11:46:00.528 29/11/2023],-236281,-188693,-216821,-262808.9,-242674.9,-212126.4,-241324.6,-243260.2,0.02,0.00,1.02,-4,-2,-4,99,0
[11:46:00.532 29/11/2023],-236316.8,-188717,-216845.3,-262823.1,-242676.7,-212139.8,-241349.8,-243265.9,0.02,0.00,1.02,-4,-2,-4,99,0
[11:46:00.536 29/11/2023],-236336.4,-188733.4,-216869.8,-262844.8,-242701.5,-212105.9,-241368.3,-243281.8,0.02,0.00,1.02,-4,-2,-4,99,0
[11:46:00.540 29/11/2023],-236285.7,-188691,-216829.6,-262818.3,-242674.9,-212066.5,-241329.9,-243263.1,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.544 29/11/2023],-236290.2,-188702.4,-216831.6,-262801.4,-242656.8,-212158.4,-241328.3,-243253.8,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.548 29/11/2023],-236340.1,-188753.6,-216880,-262831.4,-242676.8,-212182.2,-241368.8,-243279.2,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.552 29/11/2023],-236338.3,-188761.1,-216873.4,-262847.1,-242688,-212166.3,-241372.4,-243286.1,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.556 29/11/2023],-236309.4,-188746.3,-216844.6,-262825,-242702.8,-212113,-241346.5,-243276,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.560 29/11/2023],-236293.7,-188728.3,-216829.2,-262790.2,-242691.3,-212116.5,-241328.1,-243242.5,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.564 29/11/2023],-236375.5,-188826.8,-216898.4,-262858.8,-242712.3,-212135.1,-241397.2,-243294.9,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.568 29/11/2023],-236357.3,-188816.4,-216884.3,-262856,-242702.5,-212147.2,-241381.9,-243293.4,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.572 29/11/2023],-236310.2,-188768.2,-216833.3,-262797.1,-242683,-212166.6,-241337.8,-243242.3,0.05,-0.02,1.00,-4,-2,-4,99,0
[11:46:00.576 29/11/2023],-236296.7,-188725,-216834.3,-262795.6,-242652.1,-212131.2,-241331.2,-243245.6,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.580 29/11/2023],-236333.3,-188763.5,-216861.8,-262819.1,-242652.4,-212124.8,-241354.3,-243265.3,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.584 29/11/2023],-236369,-188802,-216884.9,-262843.6,-242680.6,-212168.4,-241380.1,-243278,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.588 29/11/2023],-236346,-188788.8,-216869.4,-262834.8,-242688.1,-212181.3,-241369.5,-243273.3,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.592 29/11/2023],-236314.5,-188768.2,-216847.8,-262810.8,-242683.4,-212119.4,-241346.3,-243265,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.596 29/11/2023],-236351.6,-188803.8,-216879.2,-262833,-242710.8,-212145.4,-241376.3,-243277.9,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.600 29/11/2023],-236375.5,-188826.8,-216898.4,-262858.8,-242712.3,-212135.1,-241397.2,-243294.9,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.604 29/11/2023],-236357.3,-188816.4,-216884.3,-262856,-242702.5,-212147.2,-241381.9,-243293.4,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.608 29/11/2023],-236310.2,-188768.2,-216833.3,-262797.1,-242683,-212166.6,-241337.8,-243242.3,0.03,0.00,1.02,-4,-2,-4,99,0
[11:46:00.612 29/11/2023],-236324.7,-188784.5,-216838.9,-262798.9,-242667.1,-212179.8,-241351.8,-243252.3,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.616 29/11/2023],-236343.4,-188811.3,-216854.5,-262827.7,-242653,-212130.8,-241367.4,-243271.3,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.620 29/11/2023],-236327.2,-188802,-216836.9,-262836.4,-242684.5,-212112.2,-241360.1,-243269.5,0.05,0.00,1.02,-4,-2,-4,99,0
[11:46:00.624 29/11/2023],-236274,-188767.1,-216779.3,-262776.8,-242636,-212131,-241302.8,-243224.4,0.05,0.00,1.02,-4,-2,-4,99,0
