Time and date,Fp1,Fp2,F3,F4,T7,T8,F7,F8,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Battery,Event
[15:14:00.064 29/11/2023],-139322.4,-67047.41,-101727.9,-156052.9,-80689.17,-106613.8,-136050.8,-101941.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.068 29/11/2023],-139316.9,-67043.12,-101713.1,-156047.5,-80695.88,-106608.5,-136056.4,-101942.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.072 29/11/2023],-139380.2,-67030.06,-101762.7,-156063.4,-80702.53,-106629.5,-136090.6,-101979.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.076 29/11/2023],-139380.8,-67035.38,-101742.6,-156085.9,-80703.02,-106633.1,-136081.2,-101981,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.080 29/11/2023],-139362.5,-67030.15,-101740.3,-156081,-80696.77,-106624.3,-136073.1,-101962,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.084 29/11/2023],-139342.6,-67036.95,-101729.1,-156062.4,-80688.54,-106633.9,-136075.2,-101961.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.088 29/11/2023],-139346.7,-67022.87,-101739.7,-156063.6,-80711.66,-106653.8,-136068.8,-101946.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.092 29/11/2023],-139351.3,-67057.73,-101748.8,-156101.4,-80727.7,-106648.3,-136074.9,-101945.7,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.096 29/11/2023],-139359.5,-67087.69,-101773.7,-156092.8,-80710.58,-106641.4,-136069.2,-101961.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.100 29/11/2023],-139322.4,-67047.41,-101727.9,-156052.9,-80689.17,-106613.8,-136050.8,-101941.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.104 29/11/2023],-139316.9,-67043.12,-101713.1,-156047.5,-80695.88,-106608.5,-136056.4,-101942.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.108 29/11/2023],-139340.4,-67070.07,-101738.7,-156079.4,-80702.18,-106631.2,-136070.5,-101956.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.112 29/11/2023],-139338.2,-67070.16,-101755,-156095.1,-80720.38,-106644,-136066.9,-101959.7,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.116 29/11/2023],-139332,-67061.71,-101761.1,-156084.5,-80710.23,-106647,-136058.8,-101958.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.120 29/11/2023],-139321.2,-67068.15,-101751.1,-156074.6,-80692.08,-106648.5,-136057.7,-101955.1,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.124 29/11/2023],-139314.9,-67084.47,-101764.3,-156065,-80710.41,-106642.5,-136061.2,-101949.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.128 29/11/2023],-139312.3,-67078.92,-101774,-156075.2,-80685.05,-106658.4,-136052.7,-101966.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.132 29/11/2023],-139311.2,-67100.88,-101786.7,-156113.8,-80707.36,-106655.6,-136049.5,-101971.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.136 29/11/2023],-139304.2,-67101.77,-101788.4,-156088.9,-80721.18,-106670.3,-136052.7,-101976.1,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.140 29/11/2023],-139302.1,-67105.61,-101780.2,-156082.3,-80701.69,-106670.5,-136052.1,-101986.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.144 29/11/2023],-139321.9,-67086.61,-101780,-156101.2,-80706.52,-106676.6,-136061,-101967.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.148 29/11/2023],-139296.4,-67061.18,-101770.6,-156071.1,-80689.39,-106650.3,-136035.6,-101940.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.152 29/11/2023],-139294.1,-67043.2,-101774.1,-156070.2,-80712.02,-106645.9,-136021.8,-101949.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.156 29/11/2023],-139310.8,-67073.42,-101771,-156072.1,-80720.95,-106662.4,-136050.4,-101968.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.160 29/11/2023],-139314.9,-67084.47,-101764.3,-156065,-80714.88,-106663.2,-136056,-101954.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.164 29/11/2023],-139312.3,-67078.92,-101774,-156075.2,-80685.05,-106658.4,-136052.7,-101966.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.168 29/11/2023],-139311.2,-67100.88,-101786.7,-156113.8,-80707.36,-106655.6,-136049.5,-101971.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.172 29/11/2023],-139247.9,-67111.38,-101778.8,-156073.5,-80702.76,-106658.6,-136032.1,-101949,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.176 29/11/2023],-139240.7,-67114.1,-101779.9,-156067.1,-80661.72,-106653.5,-136031,-101960.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.180 29/11/2023],-139284.7,-67104.36,-101783.9,-156069,-80694.8,-106666.4,-136048.9,-101976.9,0.05,-0.02,1.02,-4,-2,-4,87,0
[15:14:00.184 29/11/2023],-139261.3,-67083.17,-101781.3,-156057.4,-80657.02,-106663.2,-136026.4,-101960.3,0.05,-0.02,1.02,-4,-2,-4,87,0
[15:14:00.188 29/11/2023],-139276,-67105.3,-101782.6,-156078.9,-80705.09,-106676.8,-136043.3,-101971.5,0.05,-0.02,1.02,-4,-2,-4,87,0
[15:14:00.192 29/11/2023],-139281.1,-67118.17,-101789.4,-156099.8,-80725.65,-106678.8,-136040.6,-101972.9,0.05,-0.02,1.02,-4,-2,-4,87,0
[15:14:00.196 29/11/2023],-139259.6,-67107.04,-101773.4,-156085.3,-80722.16,-106652.2,-136032.8,-101965.4,0.05,-0.02,1.02,-4,-2,-4,87,0
[15:14:00.200 29/11/2023],-139231.1,-67096.9,-101750.2,-156049.5,-80683.63,-106644.1,-136026.7,-101955.4,0.05,-0.02,1.02,-4,-2,-4,87,0
[15:14:00.204 29/11/2023],-139254.3,-67111.47,-101793.6,-156076.6,-80693.91,-106671.5,-136035,-101959.8,0.05,-0.02,1.02,-4,-2,-4,87,0
[15:14:00.208 29/11/2023],-139247.9,-67111.38,-101778.8,-156073.5,-80702.76,-106658.6,-136032.1,-101949,0.05,-0.02,1.02,-4,-2,-4,87,0
[15:14:00.212 29/11/2023],-139240.7,-67114.1,-101779.9,-156067.1,-80661.72,-106653.5,-136031,-101960.8,0.05,-0.02,1.02,-4,-2,-4,87,0
[15:14:00.216 29/11/2023],-139228.2,-67101.86,-101786.9,-156068.6,-80688.5,-106650.2,-136026.1,-101961.1,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.220 29/11/2023],-139236.9,-67116.79,-101801.6,-156088.3,-80720.1,-106662.7,-136032.8,-101953.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.224 29/11/2023],-139244.7,-67146.83,-101802,-156103.5,-80739.59,-106677,-136037.7,-101972.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.228 29/11/2023],-139246.7,-67171.46,-101810.9,-156110.7,-80736.64,-106697.4,-136045.2,-101982.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.232 29/11/2023],-139220.3,-67145.98,-101794.5,-156057.1,-80702.85,-106661,-136018.6,-101963.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.236 29/11/2023],-139221.9,-67147.19,-101806.8,-156079,-80710.45,-106662.7,-136017.4,-101956.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.240 29/11/2023],-139221.5,-67167.88,-101831.2,-156095.8,-80713.31,-106680.4,-136023.4,-101960.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.244 29/11/2023],-139199.3,-67208.52,-101859.5,-156095.1,-80692.12,-106677.8,-136027.3,-101952.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.248 29/11/2023],-139181.3,-67195.73,-101842.9,-156095.8,-80700.48,-106671.9,-136002.1,-101935.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.252 29/11/2023],-139196.1,-67146.29,-101822.4,-156077.1,-80688.5,-106662.7,-136010,-101949.3,0.05,-0.02,1.02,-4,-2,-4,87,0
[15:14:00.256 29/11/2023],-139212.6,-67176.24,-101834,-156100,-80699.67,-106673.3,-136008.7,-101972.9,0.05,-0.02,1.02,-4,-2,-4,87,0
[15:14:00.260 29/11/2023],-139231.8,-67190.86,-101845.5,-156091.2,-80740.8,-106686.9,-136039.2,-101993.7,0.05,-0.02,1.02,-4,-2,-4,87,0
[15:14:00.264 29/11/2023],-139184.1,-67211.42,-101843.2,-156094.2,-80692.16,-106675,-136015,-101953.9,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.268 29/11/2023],-139185.4,-67217.59,-101848,-156107.8,-80697.93,-106685.3,-136007,-101950.6,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.272 29/11/2023],-139180.2,-67228.91,-101853.8,-156113.4,-80698.11,-106697.7,-136008.9,-101955,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.276 29/11/2023],-139168.2,-67232.75,-101860.2,-156111.4,-80693.55,-106705.1,-136013.9,-101954.4,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.280 29/11/2023],-139150,-67231.67,-101866.9,-156099.4,-80688.9,-106687.6,-136001.6,-101963.4,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.284 29/11/2023],-139156,-67252.95,-101861.5,-156109.4,-80678.26,-106683.3,-136002.1,-101983.7,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.288 29/11/2023],-139189.2,-67193.45,-101854.5,-156114.5,-80712.37,-106697.7,-136015.5,-101955,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.292 29/11/2023],-139179.7,-67199,-101853.9,-156112.5,-80711.52,-106699,-136013.4,-101957.4,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.296 29/11/2023],-139178.3,-67203.16,-101856.2,-156100.7,-80707.01,-106680.9,-136010,-101950.2,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.300 29/11/2023],-139184.1,-67211.42,-101843.2,-156094.2,-80692.16,-106675,-136015,-101953.9,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.304 29/11/2023],-139185.4,-67217.59,-101848,-156107.8,-80697.93,-106685.3,-136007,-101950.6,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.308 29/11/2023],-139180.2,-67228.91,-101853.8,-156113.4,-80698.11,-106697.7,-136008.9,-101955,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.312 29/11/2023],-139168.2,-67232.75,-101860.2,-156111.4,-80693.55,-106705.1,-136013.9,-101954.4,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.316 29/11/2023],-139150,-67231.67,-101866.9,-156099.4,-80688.9,-106687.6,-136001.6,-101963.4,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.320 29/11/2023],-139156,-67252.95,-101861.5,-156109.4,-80678.26,-106683.3,-136002.1,-101983.7,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.324 29/11/2023],-139159.2,-67226.94,-101854.3,-156107.9,-80687.52,-106678.8,-136004,-101965.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.328 29/11/2023],-139186.5,-67257.56,-101875.3,-156128.9,-80685.19,-106690.1,-136019,-101975.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.332 29/11/2023],-139177.3,-67272.53,-101885.5,-156138.1,-80714.43,-106687.3,-135995.6,-101984.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.336 29/11/2023],-139141.5,-67241.38,-101849.1,-156114.4,-80723.37,-106680.6,-136006,-101968.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.340 29/11/2023],-139149.8,-67251.75,-101852.3,-156118.2,-80707.81,-106694.1,-136017.6,-101988.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.344 29/11/2023],-139154.5,-67267.17,-101860.6,-156128,-80700.48,-106698.3,-136009.5,-101973.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.348 29/11/2023],-139144.3,-67257.56,-101852.3,-156117.8,-80711.79,-106684.1,-136007.2,-101971.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.352 29/11/2023],-139146.3,-67271.46,-101865.6,-156132.1,-80703.88,-106699.7,-136010.8,-101978.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.356 29/11/2023],-139142.5,-67286.44,-101869.1,-156144.4,-80694.63,-106713.1,-136012.1,-102001.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.360 29/11/2023],-139138.8,-67285.37,-101853.7,-156148.6,-80686.17,-106693.6,-136013.2,-101981.2,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.364 29/11/2023],-139130.5,-67287.38,-101855.7,-156137.5,-80687.83,-106697.3,-136007.8,-101990.9,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.368 29/11/2023],-139110,-67279.11,-101848.3,-156103.1,-80706.96,-106707.6,-135999.6,-101967,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.372 29/11/2023],-139110.3,-67287.16,-101836.5,-156116.5,-80706.91,-106694.4,-135989.6,-101974.6,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.376 29/11/2023],-139130.8,-67314.6,-101838.1,-156148,-80736.11,-106704,-135992.5,-102002.2,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.380 29/11/2023],-139120.5,-67318.13,-101859.9,-156153.3,-80735.7,-106718.6,-136009.4,-102006.4,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.384 29/11/2023],-139101.9,-67291.31,-101845,-156119.1,-80709.11,-106707.7,-136005,-101984.8,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.388 29/11/2023],-139103,-67294.88,-101856.6,-156118.7,-80707.99,-106717.6,-135999.6,-101988.5,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.392 29/11/2023],-139115.3,-67324.66,-101881.1,-156159.8,-80727.26,-106736.1,-136009.9,-102010.9,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:00.396 29/11/2023],-139100.4,-67319.12,-101854,-156155,-80713.09,-106716.3,-135994.8,-102001.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.400 29/11/2023],-139083.5,-67288,-101826.5,-156130.8,-80689.84,-106709.7,-135978.9,-101969.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.404 29/11/2023],-139086.5,-67303.2,-101825.2,-156134.3,-80712.41,-106736.6,-135978.8,-101991.1,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.408 29/11/2023],-139095.8,-67323.41,-101842.4,-156157.1,-80710.05,-106744.4,-135994.4,-102003.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.412 29/11/2023],-139096.6,-67334.36,-101833.7,-156167.7,-80717.11,-106741.5,-135975.7,-102009.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.416 29/11/2023],-139057.3,-67312.32,-101802.9,-156126.1,-80683.18,-106722.3,-135961,-101984.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.420 29/11/2023],-139052.8,-67319.92,-101812.5,-156133,-80680.95,-106733.7,-135963.3,-101996.1,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.424 29/11/2023],-139066.4,-67323.5,-101809.8,-156126.3,-80693.86,-106726.6,-135974.1,-102003.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.428 29/11/2023],-139069.7,-67332.93,-101824.1,-156169.9,-80691.76,-106741.2,-135975.8,-102006.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.432 29/11/2023],-139054.8,-67320.45,-101804.5,-156165,-80661.23,-106742.2,-135957.4,-101998,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.436 29/11/2023],-139049,-67332.21,-101805.4,-156145.2,-80660.38,-106736,-135954.2,-101990,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.440 29/11/2023],-139062.8,-67364.67,-101810.7,-156165.6,-80675.89,-106760,-135970.1,-102013.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.444 29/11/2023],-139071.3,-67371.02,-101819.4,-156176.4,-80701.24,-106781.1,-135980.4,-102019.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.448 29/11/2023],-139031.9,-67322.83,-101800.5,-156155,-80701.06,-106759.5,-135945.7,-101990.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.452 29/11/2023],-139034.5,-67345.85,-101805,-156167.1,-80676.61,-106760.5,-135943,-102018.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.456 29/11/2023],-139039.3,-67342.05,-101788.5,-156159.3,-80697.13,-106775.6,-135947,-102011.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.460 29/11/2023],-139034.2,-67358.45,-101790.7,-156161.5,-80713.98,-106789.9,-135958.1,-102012.1,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.464 29/11/2023],-139030.1,-67369.9,-101796,-156168.1,-80673.12,-106770.7,-135948.6,-102005.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.468 29/11/2023],-139029.1,-67378.88,-101792.4,-156169.7,-80680.54,-106773,-135953.4,-102021.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.472 29/11/2023],-139038.3,-67388.09,-101800.3,-156190.1,-80705.66,-106788.6,-135959.6,-102030.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.476 29/11/2023],-139030.5,-67383.76,-101793.9,-156186.5,-80701.46,-106787,-135962,-102037.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.480 29/11/2023],-139015.7,-67389.44,-101795.8,-156188.8,-80698.29,-106779.6,-135954,-102030.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.484 29/11/2023],-139017.9,-67412.1,-101794.3,-156201.6,-80704.86,-106794.1,-135953.2,-102039.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.488 29/11/2023],-139017.1,-67406.87,-101806.1,-156205.8,-80693.28,-106803,-135959.3,-102033,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.492 29/11/2023],-139003.1,-67394.58,-101783,-156181.2,-80693.51,-106787.2,-135948.2,-102030.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.496 29/11/2023],-139002,-67415.41,-101793.8,-156203,-80693.59,-106794.4,-135948.3,-102037.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.500 29/11/2023],-138986,-67407.49,-101793.1,-156211.2,-80697.35,-106793,-135938.5,-102033.7,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.504 29/11/2023],-139004,-67412.99,-101822.8,-156212.7,-80692.56,-106833,-135953.4,-102043,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.508 29/11/2023],-139002.9,-67416.3,-101809.4,-156213.1,-80677.01,-106839.7,-135961.1,-102050.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.512 29/11/2023],-139001.7,-67412.28,-101809.2,-156219.4,-80690.78,-106819,-135945.7,-102048.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.516 29/11/2023],-138999.1,-67421.45,-101787.8,-156212.3,-80687.11,-106804.1,-135943.5,-102050,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.520 29/11/2023],-139001.7,-67442.36,-101796.2,-156226.3,-80719.12,-106822.6,-135951,-102053,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.524 29/11/2023],-138993.5,-67446.16,-101801.3,-156215.8,-80706.16,-106830.3,-135954.6,-102052.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.528 29/11/2023],-138982.3,-67435.08,-101806.5,-156214.9,-80709.87,-106829.8,-135952,-102058.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.532 29/11/2023],-138953.4,-67408.03,-101787,-156192.4,-80691.45,-106812.9,-135928.2,-102026.1,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.536 29/11/2023],-138960.3,-67429.31,-101795.3,-156217.9,-80687.6,-106837.3,-135949.4,-102062.7,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.540 29/11/2023],-138969.6,-67440.09,-101790.8,-156232.6,-80668.56,-106843,-135936.2,-102062.1,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.544 29/11/2023],-138953.6,-67456.53,-101786.7,-156260.6,-80675.35,-106853.3,-135926.1,-102054.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.548 29/11/2023],-138935.4,-67418.72,-101829,-156214.1,-80683.58,-106828.9,-135920.1,-102049.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.552 29/11/2023],-138956.6,-67429.49,-102038.4,-156213.7,-80686.09,-106829.1,-135935.4,-102044.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.556 29/11/2023],-138966.5,-67448.13,-102011.3,-156237.3,-80694.53,-106835,-135950.6,-102044.1,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.560 29/11/2023],-138974.2,-67454.3,-101925.6,-156238.3,-80709.91,-106842.8,-135949.4,-102073.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.564 29/11/2023],-138960.2,-67454.52,-101865.9,-156231.6,-80673.61,-106843.8,-135937.2,-102053.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.568 29/11/2023],-138945.5,-67446.25,-101836.5,-156234.8,-80659.44,-106841.7,-135921.6,-102051.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.572 29/11/2023],-138940.8,-67452.51,-101812.3,-156238.3,-80675.8,-106854.7,-135924.7,-102061,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.576 29/11/2023],-138937,-67446.25,-101791.7,-156230.8,-80669.5,-106854.3,-135936.9,-102059.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.580 29/11/2023],-138930.5,-67432.44,-101793.6,-156237.1,-80682.28,-106846.1,-135927.8,-102033.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.584 29/11/2023],-138909.4,-67439.41,-101753.5,-156216.8,-80673.7,-106832.5,-135918.3,-102043.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.588 29/11/2023],-138925.7,-67461.63,-101775,-156221.3,-80669.68,-106856.8,-135924.8,-102073.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.592 29/11/2023],-138919.9,-67460.96,-101770.4,-156231.7,-80680.18,-106857.3,-135923.5,-102055.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.596 29/11/2023],-138909.9,-67445.36,-101770.2,-156235.2,-80693.51,-106856.8,-135924.8,-102033.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.600 29/11/2023],-138919.6,-67454.43,-101772.1,-156249.9,-80681.39,-106866.3,-135927.5,-102054.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.604 29/11/2023],-138932.9,-67449.38,-101767.1,-156252.2,-80684.25,-106867.5,-135922.1,-102052.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.608 29/11/2023],-138950.7,-67459.35,-101765,-156253.6,-80688.81,-106881.3,-135931.5,-102070.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:00.612 29/11/2023],-138940.6,-67464.58,-101771.6,-156250.5,-80671.24,-106881.2,-135923.7,-102079.5,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:00.616 29/11/2023],-138928.7,-67475.53,-101782.3,-156239.8,-80633.73,-106875.4,-135913.2,-102073.6,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:00.620 29/11/2023],-138927.4,-67451.21,-101786.7,-156234.8,-80655.82,-106873.6,-135921.8,-102061,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:00.624 29/11/2023],-138927.8,-67466.01,-101786.6,-156242.9,-80694.13,-106884.1,-135933.6,-102069.8,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:00.628 29/11/2023],-138923.6,-67464.8,-101780.4,-156267.4,-80692.16,-106877.5,-135926,-102060.1,0.05,0.00,1.00,-4,-2,-4,87,0
