'Time and date','Fp1.','Fp2.','C3.','C4.','P3.','P4.','O1.','O2.'
'[17:49:00.140 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.148 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.156 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.164 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.172 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.180 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.188 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.196 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.204 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.212 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.220 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.228 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.236 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.244 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.252 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.260 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.268 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.276 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.284 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.292 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.300 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.308 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.316 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.324 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.332 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.340 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.348 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.356 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.364 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.372 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.380 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.388 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.396 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.404 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.412 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.420 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.428 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.436 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.444 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.452 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.460 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.468 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.476 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.484 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.492 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.500 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.508 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.516 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.524 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.532 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.540 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.548 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.556 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.564 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.572 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.580 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.588 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.596 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.604 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.612 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.620 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.628 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.636 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.644 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.652 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.660 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.668 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.676 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.684 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.692 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.700 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.708 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.716 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.724 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.732 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.740 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.748 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.756 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.764 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.772 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.780 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.788 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.796 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.804 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.812 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.820 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.828 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.836 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.844 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.852 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.860 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.868 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.876 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.884 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.892 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.900 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.908 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.916 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.924 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.932 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.940 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.948 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.956 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.964 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.972 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.980 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.988 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:00.996 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:01.004 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:01.012 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:01.020 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:01.028 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:01.036 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:01.044 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:01.052 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:01.060 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
'[17:49:01.068 11/09/2023]',1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11,1.341672E-11
